id,identifier,category,country_code,text,multi_label,label,text_length
4436,@@22849427,immigrant,au,Rotterdam ( Netherlands ) ( AFP ) - Hundreds of right-wing demonstrator crowded a main square at Rotterdam central station Saturday to protest what they describe a the `` discrimination against ordinary Dutch citizen `` in favour of immigrant and Muslims .,0,0,261
4437,@@14405873,vulnerable,tz,Youth Economic Empowerment ( YEE ) project in Ifakara ha missed it target to train over 80 vulnerable youth with physical disability a community in the area still embrace a mindset that ' disability is inability . ',0,0,223
4438,@@10035251,immigrant,bd,"Quoting one of the migrant named ' Ali ' , he said ' a coyote ' , someone who smuggles illegal immigrant into the US , had robbed them and then left them stranded .",0,0,166
4439,@@1754668,vulnerable,gb,"The CPS said , where necessary , court can provide special measure such a screen or a videolink to make giving evidence easier for vulnerable or intimidated victim and witness .",0,0,184
4440,@@3272251,women,au,"`` But when I read some of the comment from woman in my support group , the thing they suffer through there no understanding or support .",1,0,141
4441,@@782270,immigrant,in,"It ha been estimated that there are around 10,000 concealed shed and garage used to home illegal immigrant in and around London from which greedy landlord charge extortionate price to illegal immigrant .",0,0,210
4442,@@1048740,women,za,The woman are the worst affected by it unabating wave of violent attack .,0,0,75
4443,@@1489313,hopeless,gb,"People seem to do the craziest thing when it come to money . Whether it chasing stock-market bubble or paying good money after bad on a home that hopelessly underwater , the idea of individual acting a homo economicus seems far-fetched . Only in the ivory-tower world of rational-expectations theory doe one find perfectly rational human making judgment using all available information to satisfy their subjective end .",0,0,434
4444,@@14777314,hopeless,sg,"Given the age of digital downloads and online streaming , is it increasingly hopeless when it come to shaping your child cultural and aesthetic taste ?",0,0,156
4445,@@3174447,vulnerable,za,"`` This only serf to highlight the importance of the unabridged birth certificate ruling , since the department of home affair ha a responsibility , a a signatory member of the UN Child Protection convention , to close all loophole and protect the most vulnerable in our society . ``",1,0,287
4446,@@2450041,immigrant,us,"A number of undocumented immigrant are being arrested and imprisoned , not while trying to enter the U.S. a you would expect , they 're being caught while trying to leave . That right , people trying to self-deport , a some politician have put it , are being prosecuted and given prison sentence then deported anyway . NPR Ted Robbins ha that story .",0,0,362
4447,@@22261868,in-need,in,"He said that when this policy wa framed , the country wa really in need of this policy .",0,0,90
4448,@@20031646,homeless,sg,"NEW YORK ( AFP ) - The number of homeless schoolchildren in New York is increasing and on track to reach more than one in seven elementary pupil , a new report revealed on Tuesday ( Aug 15 ) .",0,0,193
4449,@@17291961,hopeless,nz,"`` He just walked right up to me and said , ' Hi ! ' and of course I burst into tear , `` Kathy say on the podcast . `` I felt pretty hopeless . I wa morbidly obese , and I wa in my 30 . I just felt like there wa not anything for me in my life . I wa not taking care of Kathy . ``",0,0,283
4450,@@1540002,poor-families,us,"In 2009 , the central government approved an education fund of about 198 billion yuan ( around 21.19 billion U.S. dollar ) . About 28.7 million child from poor family received financial aid for their schooling . The government plan to increase the ratio of education expenditure to gross domestic product to 4 percent by 2012 from 3.48 percent in 2008 .",0,0,360
4451,@@2715115,homeless,hk,"The match wa informal and no one seemed to know the result . Most insisted it did not matter . `` In your life you win and lose , `` said Eddie Wan Yuen Hung , the Hong Kong homeless team coach and former coach of Kitchee SC , one of the area top side . `` You need to learn how to lose . We use football to teach the player that . ``",0,0,339
4452,@@20670456,hopeless,in,"Elton John fetch up for an extended cameo that even see him do some kung fu . The redoubtable Julianne Moore , though , is hopelessly miscast a the sadistic villain whose weapon of choice is a meat grinder .",0,0,211
4453,@@15039489,immigrant,pk,"Sindh decides to register , collect data of all immigrant wa posted in National of TheNews International - http : //www.thenews.com.pk on October 25 , 2016 and wa last updated on October 25 , 2016 . This news story is related to * * 45 ; 564 ; TOOLONG ... - breaking news , latest news , pakistan ne . Permanent link to the news story `` Sindh decides to register , collect data of all immigrant `` is http : * * 39 ; 611 ; TOOLONG ...",0,0,427
4454,@@3597435,in-need,us,"To ensure underserved kid get the attention and the care they need , Haven partnered with the New York Foundling , a group that support child in the foster care system , and family struggling with instability , among other group in need .",1,0,246
4455,@@25450095,vulnerable,sg,"Corals that are stressed by heat or carbon dioxide -- or chemical like sunscreen -- lose the colorful algae that help them derive nutrition from photosynthesis . This process is known a bleaching , and a bleached coral turn white , it make them vulnerable to disease , harmful form of algae , and death .",0,0,310
4456,@@4386119,disabled,lk,"`` What occurred in the past is gone . I do not like to think about it . What I 'm concerned is about the future which look fruitful . I will have the opportunity to give , do something dutiful to our motherland through this sport . I think all should see positively and look forward to make Sri Lanka a better place globally in sport , `` said a hopeful Malar who wish to reach the pinnacle in disabled volleyball .",0,0,418
4457,@@26224082,homeless,in,Landslide leaf postman homeless,0,0,33
4458,@@24079906,vulnerable,au,The Northern Land Council say this is will leave traditional hunter vulnerable to prosecution,0,0,95
4459,@@26115620,in-need,gb,"He only found out the man in need wa his father after the rescue had begun , hearing it wa the Dyker Ladd , the lobster boat owned by his dad and uncle .",0,0,155
4460,@@9543490,poor-families,my,"`` The child referred to our Home of Hope usually have brain , eye , bone or blood cancer , and are from poor family .",1,0,122
4461,@@4233095,refugee,au,"This is not part of a regional solution to a regional problem . At most it is a bilateral attempt at solving an Australian problem . Malaysia ha 200,000 people to care for . That must be part of the so-called regional problem and solution . The one-off acceptance of 1000 refugee each year for four year is no durable contribution to that part of the regional problem .",0,0,372
4462,@@14454405,poor-families,us,"His study argues that choice should be `` grounded in our larger societal goal for our school , including the valuing of diverse community . `` That would include , a Naeyaert of GLEP suggests , policy that help poor family to get their child to the same school chosen by more affluent family .",0,0,307
4463,@@18355638,hopeless,ph,"Depression is a state of emotion where the individual ha some or all of the following sens , feeling , or mood : downhearted , unhappy , anxious , irritable , unable to concentrate , socially withdrawn , empty inside , ha inordinate fatigue and reduced interest in activity which used to be fun , hopelessness , indecision , impaired sleep , misery , helplessness , confusion , monosyllabic speech or abnormally quiet .",0,0,427
4464,@@2440230,in-need,au,Search smh : < h > Search in : < h > Church in need of renewal this Easter,0,0,70
4465,@@23820571,poor-families,nz,Their poor family having to endure them on the tele . I can only hope they were wise enough to turn it off .,1,0,110
4466,@@23398086,women,bd,She said these woman deserve the same kind of choice that any woman anywhere in the world should have .,3,1,103
4467,@@19852955,homeless,nz,"Joe Carolan , spokesperson for People Before Profit , reminds u `` In an election year , the real news story is the mistreatment of the poor , appalling level of homelessness and record high level of youth suicide `` .",0,0,219
4468,@@9598532,migrant,gh,"The presence of hundred of thousand of these immigrant in the UK placed immense pressure on the National Health Service ; school , housing ; and crucially , on wage .",0,0,171
4469,@@1810005,immigrant,gh,"Like so many immigrant coming to America , Eva arrives with her father and younger sister to California in search of a better life . However , Eva doe not imagine that to find happiness she will first have to suffer a terrible loss , because her life is intertwined with dark family secret , lie , deception and ambition of a powerful family .",1,0,347
4470,@@16640356,migrant,nz,They claim there is little evidence to support the perception that immigrant steal job from Kiwis .,0,0,101
4471,@@25636545,migrant,tz,"Anyway . Life must go on . Football is only a sport . We must work and buy , and cook and eat . That is why you have this heavy bag of shopping . It is mid afternoon . As usual , these day , London is littered with so many folk ( foreign , immigrant , local , etc ) ; begging for cash . Some have become really demanding . Like this chap who rush at you , specifically asking for a specific amount of dosh or money .",0,0,421
4472,@@26011083,refugee,lk,"Even though France won one of the most popular sporting event globally , the FIFA World Cup 2018 , the medium highlight wa Croatian President Kolinda Kitarovic and how the country wa led to it first-ever World Cup final by a refugee , Luka Modric .",0,0,250
4473,@@15924923,homeless,nz,Tyler tell WISH-TV ( http : //bit.ly/2hxXTEx ) he 'll use the money to help pay for food and clothing for the homeless .,1,0,121
4474,@@19269394,immigrant,bd,"According to The Sun Daily , over 600,000 illegal immigrant live in Malaysia and only 23 percent of them have received e-cards .",0,0,128
4475,@@9466880,in-need,ie,"Ms Justice Heneghan said she wa satisfied that Mr Cuddihy wa suffering from a mental disorder under the definition of the 2006 Criminal Law ( Insanity ) Act and wa in need of inpatient care in `` the only designated centre `` -- the Central Mental Hospital , Dundrum .",0,0,269
4476,@@13838544,refugee,nz,"Such sentiment echo that of Senator Hanson , who is pushing for a royal commission into Islam , want the intake of Muslim refugee and other migrant to cease and would ban the burqa and niqab in public place .",0,0,213
4477,@@22373975,in-need,nz,Mr Greig urged anyone in need to call the specialised 0800 Family Violence Information Line on 0800 456 450 a it provided useful information and connected people to service available .,0,0,186
4478,@@1919166,homeless,tz,"No statement ha been issued so far a to the fate of these homeless flood victim other than the government stance that since they have ' refused ' to move from the flood prone area , the only aid they will receive is medical assistance @",0,0,243
4479,@@4368360,hopeless,ph,"And the guest were all well qualified to talk about gun : brand-new PNP chief , Director General Nicanor Bartolome , Undersecretary Alexander Padilla , presidential adviser on the Peace Process and chairman of the Government Peace Negotiating Panel for talk with the CPP/NPA/NDF , and Nandy Pacheco , founder of Gunless Society which ha long been waging a valiant , but a seemingly hopeless attempt to have strict gun control law .",0,0,436
4480,@@14937105,women,za,The 2016 class from Zandspruit is determined to be businessmen and woman .,0,0,74
4481,@@25225760,immigrant,gh,"In a speech at a law enforcement conference in New Orleans on Monday , Kirstjen Nielsen , secretary of homeland security , piggybacked on the president claim , and said that between October and February , there wa a 315 percent increase in the number of unauthorized immigrant `` fraudulently `` using `` unaccompanied alien child `` to pose a a family unit in order to enter the United States .",0,0,400
4482,@@19851210,immigrant,gb,"Owsiak ha said the event wa open to migrant living in Germany , prompting the ruling party to tweet in June : `` Do you really want to have an event in Poland with the participation of Muslim immigrant ? ``",0,0,208
4483,@@60032703,refugee,tz,"`` Our focus now is beyond refugee ... this time we are extending our support to increasing farm productivity , expanding marketing opportunity , and offering training on post-harvest loss reduction , `` said the envoy .",0,0,221
4484,@@30065466,migrant,za,"According to it finding , 47 % of international migrant settle in the Johannesburg Metropolitan Municipal area without validated document .",0,0,142
4485,@@4669465,immigrant,jm,"( If you applied for an immigrant visa , you followed a slightly different system to arrange document delivery . At your interview you received a white sheet of paper with instruction on how to register for document delivery . The paper directed you to this weblink : http : * * 30 ; 82 ; TOOLONG . )",0,0,295
4486,@@9856711,in-need,ke,"`` Access to those in need is limited by the ongoing fighting and insecurity , `` U.N . spokeswoman Alessandra Vellucci told a news briefing in Geneva .",0,0,150
4487,@@25655605,women,sg,The chief minister Yogi Adityanath flagship campaign wa launched last year with a view to ensure woman safety and to check on eve-teasing in public area .,0,0,162
4488,@@7323491,vulnerable,in,"The government , keen to co-opt the Muslim clergy and community head in it effort to counter radicalization by the Islamic State , reached out to a section of Muslim leader with home minister Rajnath Singh apprising them of the threat from ISIS and requesting them to issue appeal to vulnerable youth not be misled by violent extremism propagated by the global terror outfit .",0,0,381
4489,@@14486144,migrant,my,"The report also revealed that Sabah ha 900,000 registered migrant worker working in agriculture , plantation , construction , service and a domestic worker .",0,0,162
4490,@@7659209,women,ph,"While our country ha some of the toughest law to protect woman from physical abuse , sexual harassment , and trafficking , what more desirable is the stricter implementation .",0,0,180
4491,@@4231036,poor-families,lk,"`` Volleyball is our reputation in school ' sport . But a an underprivileged school we are not in a position to give all the facility needed by the player . Moreover these boy come from poor family and sadly the parent too are not in a state to render their support apart from their humble blessing . Our boy are very brave to win two or three title in four to five tournament annually which is a great achievement from our point of view , `` Lakshan added .",3,1,469
4492,@@17054250,vulnerable,gb,Stewart befriended vulnerable widow Ms Bailey on the internet in 2011 - earning his way into her trust and later her ? 3.3 million estate after launching a `` love-bombing `` offensive .,0,0,184
4493,@@111765,hopeless,za,"`` One of the feature that lead to this could be of having a deep sense of hopelessness , that there just no light at the end of the tunnel , `` Bernhardt said . `` You ca not see any solution and so this becomes the only solution ... There are endless possibility of what could have gone wrong . ``",0,0,303
4495,@@4585461,poor-families,bd,"The government introduced some social safety net measure to mitigate the impact of poverty and other bottleneck that hinder child from poor family and/or area from enjoying the public investment . These , however , seem to be ineffective to reach the goal due to their inadequacy and lead to a very high opportunity cost . For example , the amount of primary stipend per student ha remained same , Tk.100 per month for a single child and Tk . 125 for two child from the same family , over the ten year since inception in 2003 .",0,0,539
4496,@@3657452,refugee,ie,"Charlie Hebdo is respected -- and loathed in equal measure -- for pulling no punch with it irreverent cartoon poking fun at political and religious leader , or polemic world issue . Its artist typically skewer far-right politician , but recently drew more criticism for a number of cartoon highlighting the case of Aylan Kurdi , the Syrian toddler whose drowned body on a Turkish beach ignited much discussion on the migrant and refugee crisis currently gripping Europe .",0,0,479
4497,@@8659393,disabled,hk,"The most recent high-profile case saw an intellectually disabled kitchen worker allegedly conned into taking out loan and signing up for service contract that cost him a total of $ 1 million . The money wa said to be spent by a loan agency on ' debt restructuring ' and fee to a trainer at a well-known local gym . The 25-year-old man , identified a Ah Sing , who had difficulty in answering question at a press conference , is now under pressure to sell his live-in flat to pay off the debt .",0,0,500
4498,@@2314622,vulnerable,au,"`` That because of thing like socio-economic disadvantage , loneliness , isolation , they have a harsher natural environment , they 're more vulnerable to natural disaster such a drought . ``",0,0,195
4499,@@613914,vulnerable,nz,"The main target wa small to medium business using cheap and vulnerable software to build their website , which often left plenty of `` back door `` for hacker .",0,0,164
4500,@@13844162,in-need,za,"About 13 500 employee `` are still in need of formal accommodation , `` Lonmin confirmed in an August 1 letter to the right group .",0,0,131
4501,@@20854336,migrant,nz,"' Labour handling of tax will see it lose the election ' , ' the major party gazumped the minor one ' , ' everyone `` had enough `` of Winston ' , ' Jacinda sparked a youth-quake ' , and here another one ... ' National take the cake for being the party of migrant ' .",0,0,279
4502,@@24116801,migrant,sg,"Ryan say he plan to serve out the remainder of his term , so he may have the opportunity to add to his legacy . Last October , following the mass shooting in Las Vegas , Ryan said he would `` look into `` the banning of bump stock . There also the matter of the 800,000 `` Dreamers `` -- undocumented immigrant who were brought into the country a child who were protected under the Deferred Action for Childhood Arrivals ( DACA ) program , which Trump ended . Last September , Ryan told those affected by the rescinding of DACA to `` rest easy , `` a Congress would take action to allow them to stay in the country . No such bill ha passed Congress yet .",3,1,661
4503,@@21082900,in-need,ng,"10 . Rather , it wa friend of the deceased who out of concern , without Davido knowledge , drove the deceased to the hospital , while Davido ' detail escorted the deceased car in Davido Hilox Pilot truck because they were helping a fellow human being who wa in need of help .",1,0,285
4504,@@15577751,vulnerable,bd,Awami League General Secretary Obaidul Quader today observed that the country hard earned democracy is still vulnerable .,0,0,124
4505,@@26022482,hopeless,au,"But Smith continued to defend the arrangement . `` I believe they NAB wealth division are in a conflicted position `` , she replied . `` I do not believe it hopelessly conflicted . ``",0,0,185
4506,@@24067913,refugee,gh,"On his part President Weah expressed appreciation to Ghana for opening it door to Liberian refugee during the country civil war , that last of which ended in 2003 .",0,0,171
4507,@@24867094,immigrant,au,"On the same program , Lee Gelernt , deputy director of the ACLU immigrant ' right project , told Hayes that the number of separation they had seen wa `` unprecedented . ``",0,0,176
4508,@@17337936,vulnerable,jm,"Opposition Spokesperson on Youth and Culture and Member of Parliament , Lisa Hanna , also pledged her support to RISE Life in it ongoing work of providing health-related , employability , entrepreneurship and general life skill for vulnerable population .",0,0,258
4509,@@17584890,poor-families,my,"Rafizi reminded Annuar who is also the UniKL pro-chancellor that the RM50,000 prize money would make a difference to the life of student from the university who come from poor family . ? Picture by Yusof Mat IsaKUALA LUMPUR , March 24 -- Tan Sri Annuar Musa should channel his RM50,000 cash prize into a scholarship fund for Universiti Kuala Lumpur ( UniKL ) instead of using it to reward the winner of a questionable essay-writing contest to prove Lim Kit Siang is a racist , PKR Rafizi Ramli said today .",1,0,513
4510,@@26130399,disabled,lk,"Three-wheelers , tractor and motorcycle will be charge 2,000 rupee , motor car , cab and cargo van 15,000 , carriage for disabled person , whether or not motorized will be charged 10,000 rupee .",0,0,203
4511,@@23785241,disabled,nz,The Minister for Disability Issues Carmel Sepuloni and Minister of Employment Willie Jackson welcome the launch of the new Employment Support Practice Guidelines : How to support disabled people to get the job they want ... More & gt ; & gt ;,0,0,236
4512,@@17566199,women,hk,Authorities in the central Chinese city of Chongqing have rejected the idea of providing designated women-only car on it subway system .,0,0,138
4513,@@1893339,in-need,tz,"Speaking during the occasion , Permanent Secretary , Ministry of Education and Vocational Training , Prof Sifuni Mchome , said currently the country is in need of producing graduate who can compete in the employment market and can solve various challenge facing the country .",0,0,277
4514,@@15992454,women,ng,"Hundreds of youth , woman and child early yesterday , took to the street to protest the persistent killing of their loved one by gunman suspected to be herdsman .",0,0,169
4515,@@17442707,immigrant,ca,"Phan shared her story of rising from being an immigrant from Vietnam and stay at home mother to creating a company with billing of 40 million dollar . Phan concern for people health and the environment led her to invent and patent a water filtration bottle and pitcher that filter water removing 99.9 % of impurity , contaminant , and virus while increasing the alkaline level .",1,0,391
4516,@@14539883,homeless,in,"New Delhi : She is a homeless widow , a mother of three who is five month pregnant and suffering from chikungunya . Yet 28-year-old Shanti Mohan , reject any suggestion to shift from her makeshift shelter below the Mayur Vihar Phase 1 flyover to a government-run home .",1,0,271
4517,@@10092515,women,tz,"Such men must understand that woman and men are not in competition , but they should support each other for the betterment of their family and country at large .",0,0,165
4518,@@15016662,refugee,my,"A bright boy , Wahid mastered the Italian language when he wa there for two month . He spoke a smattering of English with the help of another Afghan refugee . He said he slept rough with other refugee he met along the way ; at train station , doorway and port . Money wa channelled through the smuggler from his grandfather .",0,0,333
4519,@@26252936,immigrant,ng,"For many older , first-generation Asian immigrant , going to the movie doe not rank high under hobby and interest . The crowd , the language barrier and the seemingly crazy expensive ticket price are often turn-offs .",0,0,225
4520,@@20421902,homeless,jm,"Browne said approximately 86 percent of the 1,800 population is now homeless .",0,0,78
4521,@@9387616,in-need,hk,"Mr. Wong Wai Sheung , Chairman and Chief Executive of the Group said , `` The Group ha taken action to fulfil it corporate social responsibility . We hope to bring warmth and care to those in need by participating in and sponsoring various charity activity . ``",4,1,264
4522,@@21052886,refugee,bd,`` We will do all we can to help Bangladesh . We have a refugee window that would be glad to help Bangladesh . ``,0,0,111
4523,@@129374,hopeless,gb,"`` There is a deep-rooted anger which is a legacy of apartheid but there also a new resentment towards former comrade who are doing so well when so many lead useless and hopeless life , `` he said .",0,0,201
4524,@@15319512,homeless,hk,Chan remembers meeting young people who worked in Central and took their lunch box to eat at the pier because they could not afford the expensive restaurant . He add the pier were important public space where the elderly and homeless people spent their time .,0,0,265
4525,@@16505200,hopeless,ca,"Typical automated response by a hopelessly biased leftist magazine . In fact he did do a superb job on the inauguration speech and every single point he mentioned is what America need . The greatest job he did wa when he pointed out that this orderly transfer of power is unlike any in recent memory . It is not only an orderly and peaceful transition between president or between opposing political party . It is a transfer of power between a long stream of political insider and an outsider , between Washington and their special interest and the interest of the common people of America . The fact that nary a Canadian understands these basic and all-important fact reveals their disappointing stupidity .",0,0,717
4526,@@7914796,poor-families,sg,"Some of the scheme that have helped Mamata build a pro-poor image are Kanyashree in which girl get Rs 500 each year a a stipend and Rs 25,000 on reaching the age of 18 and completing class 10 . Another popular scheme is making rice available for poor family at Rs 2 per kg . < h > Cosmetic scheme , no real development",0,0,323
4527,@@15517306,in-need,za,"For now the family are staying with friend and family . During the day they clean up the debris left by the fire , hoping that someone will come to their rescue . They received emergency relief pack , but they are still in need of clothes , bed , blanket and kitchen appliance .",3,1,285
4528,@@8689782,poor-families,in,Nitish moot BPL panel for identification of poor family,0,0,58
4529,@@24476864,vulnerable,ca,"`` We know that there is a captive audience of very vulnerable senior , and in many home they are not getting the care they need , `` said Gelinas , who called bedsore `` nursing care 101 . ``",0,0,191
4530,@@851189,hopeless,hk,"So how doe all this fear and paranoia and loathing and hopelessness manifest itself on a social level ? Simple -- we need to lash out . We need someone to blame . Step forward the Mainland individual , specifically the Mainland mother-to-be . She the one to blame . But really , any Mainlander will do .",0,0,307
4531,@@1829913,disabled,gh,"This is equivalent to about 28 per cent of the total active population ( 15-64 ) of Ghana . The proportion of Ghanaians without employment even increase to 47.2 per cent if we consider only paid employment . This translates into about 6.7 million of active Ghanaians who are not in any paid employment . The worst affected group of the Ghanaian job crisis include woman , young people , the disabled and the elderly .",0,0,419
4532,@@17236060,immigrant,nz,"Danielle McLaughlin : New Zealand ha generally fared well in term of tolerance to immigrant , in part because of it history of biculturalism , and it huge diaspora .",0,0,170
4533,@@1109008,immigrant,lk,Coast Moors are a large group of illegal immigrant from Kerala who made their way to the island in the 19th century . Afghans too followed them . These illegal newcomer were totally alien to local practice .,0,0,210
4534,@@20942363,homeless,au,"I can only imagine what it must be like for woman faced with the prospect of homelessness . For me , the real fear would be thinking I did not belong anywhere . That I had no home , in the sense of the word that go well beyond wall and a roof .",3,1,247
4535,@@2243691,immigrant,ph,"But even in this , he observes , the Philippines seems to be failing it people . `` There are million of immigrant seeing a better life abroad not because they do not love their country but because their country ha no job to offer and they must go far away to look for employment . ``",0,0,287
4536,@@19939308,migrant,ph,"`` They also told u that the smuggler ha already returned to Somalia to continue his business and pick up more migrant to bring to Yemen on the same route , `` he said .",0,0,170
4537,@@15970984,refugee,nz,"By creating special observance day , the United Nations try to promote international awareness and action on specific issue . Thus 6 February is International Day of Zero Tolerance to Female Genital Mutilation and 20 March is International Day of Happiness . 2 Mayhighlights an issue we do not think about often : World Tuna Day . 18 December ha been designated a the International Migrants Day , but even without a special day , migrant and refugee have become world-wide issue leading to political debate , especially in Europe and the USA .",0,0,552
4539,@@25914803,immigrant,nz,"The former Alabama chief justice is not the only person to be targeted during the third episode of the controversial satire . ? Halfway through the show , Baron Cohen manages to convince two Donald Trump supporter to throw a fake birthday party in the hope of catching illegal immigrant .",0,0,289
4540,@@1859219,migrant,tz,"What is even worse is the habit , ancestral attitude of a class character where herder take their cattle a an aspect of themselves , and their need are higher than those of the peasant , such that when the cattle feed on a farm , impoverishing a farmer for the whole year that follows , a herder merely snort ; it is nothing to him . As such there are countless conflict between settled farmer and migrant herder , and what is not available is dialogue .",0,0,463
4541,@@15984622,immigrant,gb,"You have seen the photo , quickly heralded a an iconic image of non-violent resistance : 28-year-old Evans standing calmly in front of armoured officer at a protest against police brutality in Baton Rouge . The image wa a striking juxtaposition of her flowing sundress and grace with their riot gear and gun . With the world getting increasingly bleak , it easy to feel hopeless . Evans is a reminder that a single person armed with nothing but courage can have a significant impact . < h > Model immigrant : Melania Trump",3,1,527
4542,@@22188545,hopeless,us,"And some show imagine new dimension and portal to other universe , and those might be my favorite of all . In a world that can feel hopeless , it is crucial to imagine endlessly ; to look beyond the plane of existence that is given , to imagine the answer to bigger question -- or to even come up with those question in the first place .",0,0,344
4543,@@9063012,refugee,pk,"Testimony from survivor suggests there were still many people below deck who were not able to escape , according to the UN refugee agency , while the Bettica captain estimated that `` some 100 `` may have been lost .",0,0,215
4544,@@15622185,poor-families,ng,"Sorry , you do not correct erring student by beating . It is a wrong idea , out of fashion and inhumane . Moreover , those child are from poor family , the one from big family are untouchable , even when they are wrong .",0,0,229
4545,@@22040396,women,my,"Meanwhile , Zahid ( photo ) in his speech said woman empowerment wa meaningless if woman voice were not heard in politics .",1,0,128
4546,@@8637100,migrant,ke,Turkey ha threatened to tear up the March agreement to take back migrant who cross the Aegean Sea to Greece if the EU fails to keep it promise to allow Turkish citizen to travel without visa to the Schengen area by next month .,0,0,232
4547,@@4682269,in-need,jm,"Landslides hindered rescue team that tried to use mountain trail to reach those in need , said Prakash Subedi , chief district official in the Gorkha region , where the quake wa centered .",0,0,191
4548,@@9110657,immigrant,au,"Trump ha called for a 45 per cent tariff on Chinese good , the building of a wall across the southern border and deporting of 10 to 11 million immigrant living in the country illegally - policy that many expert agree would be difficult to implement and disastrous for the American economy .",0,0,296
4549,@@892670,migrant,ca,"The rapid development of the coal industry after 1850 and the subsequent construction of not one , but two , world class steel plant around 1900 ( Sydney and Sydney Mines ) , brought increasing number of immigrant from continental Europe , the Middle East and the island of the Caribbean .",0,0,293
4550,@@22640207,migrant,za,"Washington - The Trump administration will announce on Monday it plan to end the Temporary Protected Status that ha allowed 200 000 Salvadoran immigrant to remain in the United States , a US Senate aide said .",0,0,212
4551,@@10323412,disabled,bd,"LOS ANGELES : A Los Angeles hospital paid the equivalent of $ 17,000 a a ransom to hacker who disabled it computer system .",0,0,125
4552,@@19496444,migrant,lk,"Bangladesh Prime Minister also pointed out the importance of working jointly to find solution for the common issue faced by the two country , like drug trafficking and illegal immigrant .",0,0,192
4553,@@4570613,women,pk,"A mother in Azad Kashmir ha joined her husband in killing their 15-year-old daughter by dousing her with acid after seeing her talking to a young man . Her elder sister , le moved by a false sense of honour and more concerned about the crime her parent had committed , ha demanded police investigation into the murder which could have been ignored because it wa caused by the sense of ' honour ' , unofficially recognised in Pakistan a an element of mitigation . The state of Pakistan , too , pursues satisfaction of honour in foreign policy , demanding apology where pragmatism would have benefited the people . Society ha become violent under the unconsciously accepted behaviour norm of the Taliban . Out of all the citizen killed in the country for honour , over half are woman , proving that use of violence to satisfy ' honour ' is directed at woman .",0,0,868
4554,@@8144116,refugee,sg,"The asylum approval rate wa 61.6 percent , up from about 42 percent before the refugee crisis , the ministry said , a number of Syrians fleeing civil war increased disproportionately .",0,0,187
4555,@@3388979,homeless,au,To stand in the way of a homeless friendly precinct is a moral abomination .,0,0,76
4556,@@10051739,homeless,pk,"Jamaat-e-Islami ( JI ) chief , Senator Siraj-ul-Haq ha called for the utilisation of the foreign assistance of Rs 910 million the rehabilitation of the earthquake affected people in the country a soon a possible . He ha urged federal and provincial government for guaranteeing support to homeless people in the chilly weather .",0,0,332
4557,@@20352395,hopeless,ca,"Three strike and you 're out of the playoff . The Alouettes are not hopelessly mired in the standing , but the schedule say it going to be hard to bounce back . This is one time I 'd love to be wrong -- but the body language of the player at the end of the Ottawa game said they have already given up . < h > Comments",0,0,323
4558,@@8207434,vulnerable,nz,"Social Development Minister Anne Tolley say Cabinet ha agreed to major state care reform and a complete overhaul of Child , Youth and Family to improve the long-term life outcome for New Zealand most vulnerable population ... More & gt ; & gt ;",0,0,245
4559,@@23544736,migrant,ng,`` The other 12 school that are not affected are fisher and migrant primary school . But the 12 nomadic school have been completely shut down now . ``,0,0,152
4561,@@1849342,migrant,tz,"`` We shall deal strictly with illegal immigrant together with their employer who do not ask for work permit or other necessary document , `` Kiondo warned .",0,0,159
4562,@@21460059,disabled,gh,"`` Same applies to any critical situation that may render the personnel disabled or any form of implication . `` Board Chairman of the scheme , Professor Kofi Osei Akuoko wa quoted in the statement .",0,0,198
4563,@@23395219,refugee,ng,"The charity `` wa not founded to deal with the chaos of ( Chancellor Angela ) Merkel refugee policy but to meet the demand that wa already there `` , it stated on Facebook .",0,0,176
4564,@@25788344,migrant,hk,"Throughout ATKI effort to organize migrant worker , Bethune House ha consistently provided invaluable material support . Back then , not everyone owned a cell phone and a Nokia cost HK $ 2,000-3,000 -- more than half the monthly salary of an FDW . As a result , ATKI hotline wa set up in Bethune House .",0,0,311
4565,@@9718273,immigrant,au,"Alberts , which Swiss immigrant Jacques Albert set up 131 year ago a J Albert & amp ; Son originally a a clock , watch and violin-repair shop in inner Sydney , ha passed through five generation . Chief executive David Albert said the company had to adapt amid the onslaught of digital disruption .",0,0,300
4566,@@1927329,homeless,gh,"When I compare the plight of the homeless people of Sodom and Gomorrah to the warm reception given to the refugee from Liberia and Cote d'Ivoire , it clearly reveals the greed and wickedness of the government . Due to the money that is paid by the United Nations to the government of Ghana , the refugee are given accommodation and food while the homeless Ghanaians are treated with disdain . This is discrimination pure and simple . Lord , have mercy !",1,0,455
4567,@@10265839,refugee,za,Brussels - Top European Union official Donald Tusk denounced Russian air strike in Syria a helping the `` murderous `` government of President Bashar al-Assad and triggering fresh wave of refugee fleeing toward Europe .,0,0,221
4568,@@264643,in-need,in,"Last but not the least is long pending amendment of Plantation labour act- enacted in 1951 to protect interest of plantation worker . But in the changed scenario during last 6 decade , the act is badly in need of careful amendment .",0,0,234
